DEPARTAME_NOMBRE,MUNICIPIO_NOMBRE,TotalPersonasSencibilizadas,COD DANE INST EDUC,MUNICIPIO_COD,FECHA DE CARGUE,ID INDICADOR,INVERSION_TOTAL,FECHA VIGENCIA,META_NACIONAL
TOLIMA,FLANDES,19,173275000428,73275,2016-12-31,3979,1682304.93,2016-12-31,48000
TOLIMA,IBAGUE,41,173001003684,73001,2015-12-31,3101,3043725.71,2015-12-31,34000
VALLE DEL CAUCA,CARTAGO,95,176147000236,76147,2016-12-31,3979,8411524.68,2016-12-31,48000
HUILA,HOBO,5,141349000108,41349,2015-12-31,3101,371186.06,2015-12-31,34000
MAGDALENA,PIVIJAY,18,247551000392,47551,2015-12-31,3101,1336269.82,2015-12-31,34000
CESAR,EL PASO,22,120250000052,20250,2015-12-31,3101,1633218.67,2015-12-31,34000
QUINDIO,MONTENEGRO,27,363470000282,63470,2015-12-31,3101,2004404.74,2015-12-31,34000
CALDAS,CHINCHINA,13,217174000432,17174,2016-12-31,3979,1151050.74,2016-12-31,48000
BOYACA,SANTA ROSA DE VITERBO,25,115693000035,15693,2016-12-31,3979,2213559.12,2016-12-31,48000
NORTE DE SANTANDER,LOS PATIOS,1,254874000363,54405,2015-12-31,3101,74237.21,2015-12-31,34000
BOGOTA,"BOGOTA, D.C.",18,311001036217,11001,2016-12-31,3979,1593762.57,2016-12-31,48000
ATLANTICO,SOLEDAD,17,308758001061,8758,2015-12-31,3101,1262032.61,2015-12-31,34000
CESAR,VALLEDUPAR,21,120001000603,20001,2014-12-31,2344,2485625.76,2014-12-31,18300
CESAR,VALLEDUPAR,27,120001000077,20001,2016-12-31,3979,2390643.85,2016-12-31,48000
BOYACA,TOGSI,98,315816000191,15816,2016-12-31,3979,8677151.77,2016-12-31,48000
LA GUAJIRA,RIOHACHA,28,344001005171,44001,2014-12-31,2344,3314167.68,2014-12-31,18300
CALDAS,MANIZALES,81,117001006198,17001,2016-12-31,3979,7171931.57,2016-12-31,48000
CAQUETA,SAN VICENTE DEL CAGUAN,5,283753001338,18753,2016-12-31,3979,442711.82,2016-12-31,48000
CAUCA,PIENDAMO,6,219548000060,19548,2015-12-31,3101,445423.27,2015-12-31,34000
CASANARE,TAURAMENA,27,185410000016,85410,2015-12-31,3101,2004404.74,2015-12-31,34000
CHOCO,ISTMINA,27,127361000129,27361,2014-12-31,2344,3195804.55,2014-12-31,18300
CORDOBA,MONTERIA,18,323001006405,23001,2015-12-31,3101,1336269.82,2015-12-31,34000
VALLE DEL CAUCA,PALMIRA,21,176520000527,76520,2015-12-31,3101,1558981.46,2015-12-31,34000
CALDAS,MANIZALES,21,117001002346,17001,2014-12-31,2344,2485625.76,2014-12-31,18300
META,VILLAVICENCIO,38,150001007507,50001,2016-12-31,3979,3364609.87,2016-12-31,48000
BOYACA,PAIPA,37,415516000410,15516,2014-12-31,2344,4379435.86,2014-12-31,18300
META,MAPIRIPAN,35,250325000241,50325,2016-12-31,3979,3098982.77,2016-12-31,48000
ATLANTICO,BARRANQUILLA,8,108001075191,8001,2015-12-31,3101,593897.7,2015-12-31,34000
MAGDALENA,ZONA BANANERA,47,247980001547,47980,2015-12-31,3101,3489148.99,2015-12-31,34000
CUNDINAMARCA,CAJICA,61,225126000091,25126,2015-12-31,3101,4528469.97,2015-12-31,34000
ATLANTICO,BARRANQUILLA,20,108001003017,8001,2016-12-31,3979,1770847.3,2016-12-31,48000
META,MAPIRIPAN,2,250450000392,50325,2016-12-31,3979,177084.73,2016-12-31,48000
HUILA,NEIVA,19,341001000154,41001,2015-12-31,3101,1410507.04,2015-12-31,34000
CUNDINAMARCA,SIMIJACA,51,125745000166,25745,2015-12-31,3101,3786097.84,2015-12-31,34000
TOLIMA,IBAGUE,28,273001010537,73001,2016-12-31,3979,2479186.22,2016-12-31,48000
RISARALDA,PEREIRA,4,166001000786,66001,2016-12-31,3979,354169.46,2016-12-31,48000
BOYACA,SOGAMOSO,39,315759000227,15759,2016-12-31,3979,3453152.23,2016-12-31,48000
CAUCA,POPAYAN,31,119001002551,19001,2016-12-31,3979,2744813.31,2016-12-31,48000
ATLANTICO,SOLEDAD,15,308758003391,8758,2016-12-31,3979,1328135.47,2016-12-31,48000
ATLANTICO,SOLEDAD,23,308758076401,8758,2015-12-31,3101,1707455.89,2015-12-31,34000
NORTE DE SANTANDER,CUCUTA,3,154001010180,54001,2015-12-31,3101,222711.63,2015-12-31,34000
VALLE DEL CAUCA,EL CERRITO,46,276248000355,76248,2016-12-31,3979,4072948.79,2016-12-31,48000
NORTE DE SANTANDER,LOS PATIOS,31,254874000223,54405,2016-12-31,3979,2744813.31,2016-12-31,48000
VALLE DEL CAUCA,CANDELARIA,18,476130001208,76130,2016-12-31,3979,1593762.57,2016-12-31,48000
MAGDALENA,SANTA MARTA,21,147001051238,47001,2015-12-31,3101,1558981.46,2015-12-31,34000
ATLANTICO,BARRANQUILLA,24,108001009261,8001,2015-12-31,3101,1781693.1,2015-12-31,34000
ATLANTICO,BARRANQUILLA,68,308001017254,8001,2015-12-31,3101,5048130.45,2015-12-31,34000
CORDOBA,MONTERIA,15,223001001557,23001,2016-12-31,3979,1328135.47,2016-12-31,48000
ATLANTICO,BARRANQUILLA,34,308001016142,8001,2015-12-31,3101,2524065.22,2015-12-31,34000
BOLIVAR,MARIA LA BAJA,3,113442000653,13442,2016-12-31,3979,265627.09,2016-12-31,48000
BOYACA,SORA,11,315762000076,15762,2016-12-31,3979,973966.01,2016-12-31,48000
META,VILLAVICENCIO,13,150001000162,50001,2015-12-31,3101,965083.76,2015-12-31,34000
ANTIOQUIA,CHIGORODO,48,205172000062,5172,2016-12-31,3979,4250033.52,2016-12-31,48000
CORDOBA,LORICA,5,123417001411,23417,2016-12-31,3979,442711.82,2016-12-31,48000
SUCRE,CHALAN,25,170230000053,70230,2015-12-31,3101,1855930.31,2015-12-31,34000
LA GUAJIRA,SAN JUAN DEL CESAR,44,144650000341,44650,2014-12-31,2344,5207977.79,2014-12-31,18300
BOYACA,CERINZA,39,115162000120,15162,2014-12-31,2344,4616162.13,2014-12-31,18300
TOLIMA,ROVIRA,4,273624000541,73624,2016-12-31,3979,354169.46,2016-12-31,48000
NARI�O,YACUANQUER,38,252885000281,52885,2016-12-31,3979,3364609.87,2016-12-31,48000
VALLE DEL CAUCA,CANDELARIA,16,176130000461,76130,2016-12-31,3979,1416677.84,2016-12-31,48000
META,VILLAVICENCIO,19,150001000979,50001,2014-12-31,2344,2248899.5,2014-12-31,18300
BOYACA,SOGAMOSO,25,115759000473,15759,2016-12-31,3979,2213559.12,2016-12-31,48000
AMAZONAS,LETICIA,73,191001000519,91001,2016-12-31,3979,6463592.65,2016-12-31,48000
TOLIMA,PURIFICACION,22,173585000100,73585,2016-12-31,3979,1947932.03,2016-12-31,48000
NARI�O,SAN ANDRES DE TUMACO,14,252835001210,52835,2016-12-31,3979,1239593.11,2016-12-31,48000
ATLANTICO,SOLEDAD,10,108758000031,8758,2015-12-31,3101,742372.12,2015-12-31,34000
NARI�O,LA CRUZ,34,252378000750,52378,2015-12-31,3101,2524065.22,2015-12-31,34000
ANTIOQUIA,ENVIGADO,14,305001014701,5266,2016-12-31,3979,1239593.11,2016-12-31,48000
ATLANTICO,SOLEDAD,14,308758002378,8758,2015-12-31,3101,1039320.97,2015-12-31,34000
SANTANDER,BUCARAMANGA,19,168001001025,68001,2014-12-31,2344,2248899.5,2014-12-31,18300
VALLE DEL CAUCA,CALI,9,376001011316,76001,2015-12-31,3101,668134.91,2015-12-31,34000
BOYACA,PAIPA,4,215516000305,15516,2016-12-31,3979,354169.46,2016-12-31,48000
TOLIMA,IBAGUE,22,273001006645,73001,2014-12-31,2344,2603988.89,2014-12-31,18300
MAGDALENA,SANTA MARTA,13,147001052592,47001,2015-12-31,3101,965083.76,2015-12-31,34000
ANTIOQUIA,COPACABANA,10,105212000368,5212,2015-12-31,3101,742372.12,2015-12-31,34000
ATLANTICO,SOLEDAD,10,108758000155,8758,2016-12-31,3979,885423.65,2016-12-31,48000
SUCRE,SAN BENITO ABAD,25,270678000652,70678,2016-12-31,3979,2213559.12,2016-12-31,48000
CUNDINAMARCA,MADRID,25,325430001384,25430,2016-12-31,3979,2213559.12,2016-12-31,48000
ATLANTICO,SOLEDAD,19,308758077874,8758,2016-12-31,3979,1682304.93,2016-12-31,48000
SANTANDER,PIEDECUESTA,14,268547000032,68547,2016-12-31,3979,1239593.11,2016-12-31,48000
NARI�O,PASTO,34,252001003096,52001,2015-12-31,3101,2524065.22,2015-12-31,34000
BOGOTA,"BOGOTA, D.C.",83,111850001037,11001,2016-12-31,3979,7349016.3,2016-12-31,48000
CORDOBA,MONTERIA,18,123001007160,23001,2015-12-31,3101,1336269.82,2015-12-31,34000
CUNDINAMARCA,SOACHA,56,125754001183,25754,2016-12-31,3979,4958372.44,2016-12-31,48000
BOLIVAR,CARTAGENA,17,113001013814,13001,2014-12-31,2344,2012173.23,2014-12-31,18300
VICHADA,PUERTO CARRE�O,54,199001000919,99001,2016-12-31,3979,4781287.71,2016-12-31,48000
TOLIMA,ICONONZO,46,173352000690,73352,2016-12-31,3979,4072948.79,2016-12-31,48000
MAGDALENA,NUEVA GRANADA,21,247555002471,47460,2016-12-31,3979,1859389.66,2016-12-31,48000
ANTIOQUIA,BELLO,20,105088000419,5088,2015-12-31,3101,1484744.25,2015-12-31,34000
BOYACA,RAMIRIQUI,13,115599000013,15599,2015-12-31,3101,965083.76,2015-12-31,34000
META,VILLAVICENCIO,15,150001000227,50001,2014-12-31,2344,1775446.97,2014-12-31,18300
ATLANTICO,SOLEDAD,21,108758000121,8758,2014-12-31,2344,2485625.76,2014-12-31,18300
ANTIOQUIA,CHIGORODO,6,205172001484,5172,2016-12-31,3979,531254.19,2016-12-31,48000
CAQUETA,FLORENCIA,41,183001002217,18001,2014-12-31,2344,4852888.39,2014-12-31,18300
MAGDALENA,PLATO,47,147555000627,47555,2016-12-31,3979,4161491.15,2016-12-31,48000
CORDOBA,LORICA,29,123417001632,23417,2015-12-31,3101,2152879.16,2015-12-31,34000
QUINDIO,ARMENIA,2,163001000728,63001,2016-12-31,3979,177084.73,2016-12-31,48000
BOYACA,BERBEO,22,315090000064,15090,2014-12-31,2344,2603988.89,2014-12-31,18300
SUCRE,SAN MARCOS,18,270708000300,70708,2014-12-31,2344,2130536.36,2014-12-31,18300
CAUCA,POPAYAN,32,119001000036,19001,2016-12-31,3979,2833355.68,2016-12-31,48000
BOYACA,CHINAVITA,17,315172000020,15172,2016-12-31,3979,1505220.2,2016-12-31,48000
TOLIMA,ORTEGA,26,273504000415,73504,2015-12-31,3101,1930167.52,2015-12-31,34000
RISARALDA,DOSQUEBRADAS,16,166170001881,66170,2016-12-31,3979,1416677.84,2016-12-31,48000
META,VILLAVICENCIO,20,150001000162,50001,2014-12-31,2344,2367262.63,2014-12-31,18300
ATLANTICO,BARRANQUILLA,29,108001003203,8001,2014-12-31,2344,3432530.81,2014-12-31,18300
MAGDALENA,SANTA MARTA,16,147001000285,47001,2015-12-31,3101,1187795.4,2015-12-31,34000
ATLANTICO,BARRANQUILLA,11,108001011290,8001,2014-12-31,2344,1301994.44,2014-12-31,18300
VALLE DEL CAUCA,CALI,15,176001007131,76001,2015-12-31,3101,1113558.18,2015-12-31,34000
BOGOTA,"BOGOTA, D.C.",9,111001010839,11001,2014-12-31,2344,1065268.18,2014-12-31,18300
BOYACA,CHIVOR,15,115022000260,15236,2014-12-31,2344,1775446.97,2014-12-31,18300
BOYACA,COMBITA,34,215204000278,15204,2014-12-31,2344,4024346.47,2014-12-31,18300
BOYACA,TASCO,45,115790000031,15790,2016-12-31,3979,3984406.42,2016-12-31,48000
CUNDINAMARCA,SOACHA,33,125754001019,25754,2016-12-31,3979,2921898.04,2016-12-31,48000
CUNDINAMARCA,GUASCA,50,125322000216,25322,2015-12-31,3101,3711860.63,2015-12-31,34000
ATLANTICO,BARRANQUILLA,7,308001002036,8001,2018-12-31,5855,101924.82,2018-12-31,265000
CALDAS,MANIZALES,146,117001001609,17001,2018-12-31,5855,2125860.63,2018-12-31,265000
NORTE DE SANTANDER,CUCUTA,207,154001007723,54001,2017-12-31,4780,3014062.68,2017-12-31,160000
SANTANDER,BUCARAMANGA,744,168001001050,68001,2017-12-31,4780,10833152.83,2017-12-31,160000
NORTE DE SANTANDER,CUCUTA,251,354001000027,54001,2017-12-31,4780,3654733.01,2017-12-31,160000
NORTE DE SANTANDER,ABREGO,47,254003001867,54003,2018-12-31,5855,684352.39,2018-12-31,265000
BOLIVAR,MARGARITA,7,213440000154,13440,2018-12-31,5855,101924.82,2018-12-31,265000
CAUCA,POPAYAN,266,119001003973,19001,2017-12-31,4780,3873143.35,2017-12-31,160000
ANTIOQUIA,SANTA BARBARA,27,0,5679,2020-12-31,8046,489948.2,2020-12-31,64500
TOLIMA,ESPINAL,207,173268000200,73268,2018-12-31,5855,3014062.68,2018-12-31,265000
CASANARE,VILLANUEVA,728,185440000118,85440,2018-12-31,5855,10600181.8,2018-12-31,265000
CUNDINAMARCA,SUTATAUSA,42,0,25781,2020-12-31,8046,762141.7,2020-12-31,64500
META,URIBE,34,250370000146,50370,2018-12-31,5855,495063.43,2018-12-31,265000
CAQUETA,FLORENCIA,912,183001002217,18001,2017-12-31,4780,13279348.63,2017-12-31,160000
CALDAS,NEIRA,622,117486000168,17486,2017-12-31,4780,9056748.74,2017-12-31,160000
VICHADA,LA PRIMAVERA,47,299496000019,99524,2016-12-31,3979,4161491.15,2016-12-31,48000
HUILA,NEIVA,7,141001003341,41001,2015-12-31,3101,519660.48,2015-12-31,34000
VALLE DEL CAUCA,TULUA,8,176834003946,76834,2016-12-31,3979,708338.92,2016-12-31,48000
VALLE DEL CAUCA,CALI,18,176001001800,76001,2015-12-31,3101,1336269.82,2015-12-31,34000
NORTE DE SANTANDER,CUCUTA,10,354001004855,54001,2015-12-31,3101,742372.12,2015-12-31,34000
CESAR,CHIMICHAGUA,13,120175000785,20175,2016-12-31,3979,1151050.74,2016-12-31,48000
ATLANTICO,BARRANQUILLA,24,108001003556,8001,2014-12-31,2344,2840715.15,2014-12-31,18300
CHOCO,CONDOTO,10,227205000296,27205,2016-12-31,3979,885423.65,2016-12-31,48000
TOLIMA,IBAGUE,24,173001004788,73001,2015-12-31,3101,1781693.1,2015-12-31,34000
BOGOTA,"BOGOTA, D.C.",30,111001107077,11001,2014-12-31,2344,3550893.94,2014-12-31,18300
ATLANTICO,SOLEDAD,54,308758000081,8758,2015-12-31,3101,4008809.48,2015-12-31,34000
VALLE DEL CAUCA,DAGUA,16,276233000308,76233,2016-12-31,3979,1416677.84,2016-12-31,48000
VALLE DEL CAUCA,BUENAVENTURA,8,176109000623,76109,2015-12-31,3101,593897.7,2015-12-31,34000
ANTIOQUIA,APARTADO,33,105045001217,5045,2016-12-31,3979,2921898.04,2016-12-31,48000
TOLIMA,COELLO,10,273200000095,73200,2015-12-31,3101,742372.12,2015-12-31,34000
VALLE DEL CAUCA,BUENAVENTURA,9,376109006998,76109,2015-12-31,3101,668134.91,2015-12-31,34000
MAGDALENA,NUEVA GRANADA,20,247555002471,47460,2015-12-31,3101,1484744.25,2015-12-31,34000
VALLE DEL CAUCA,TORO,3,176823000333,76823,2014-12-31,2344,355089.39,2014-12-31,18300
SANTANDER,ARATOCA,4,268051000296,68051,2016-12-31,3979,354169.46,2016-12-31,48000
BOGOTA,"BOGOTA, D.C.",12,311001034869,11001,2016-12-31,3979,1062508.38,2016-12-31,48000
META,VILLAVICENCIO,32,150001004630,50001,2016-12-31,3979,2833355.68,2016-12-31,48000
CAUCA,TOTORO,12,219824000150,19824,2015-12-31,3101,890846.55,2015-12-31,34000
VALLE DEL CAUCA,CALI,8,376001037536,76001,2015-12-31,3101,593897.7,2015-12-31,34000
BOGOTA,"BOGOTA, D.C.",35,311001006130,11001,2015-12-31,3101,2598302.44,2015-12-31,34000
ATLANTICO,PUERTO COLOMBIA,49,308573012927,8573,2018-12-31,5855,713473.77,2018-12-31,265000
CAUCA,SILVIA,1,0,19743,2020-12-31,8046,18146.23,2020-12-31,64500
NARI�O,PASTO,98,152001000599,52001,2018-12-31,5855,1426947.55,2018-12-31,265000
CUNDINAMARCA,MOSQUERA,567,125473000781,25473,2018-12-31,5855,8255910.83,2018-12-31,265000
AMAZONAS,LETICIA,210,291001000068,91001,2017-12-31,4780,3057744.75,2017-12-31,160000
CESAR,SAN ALBERTO,42,0,20710,2020-12-31,8046,762141.7,2020-12-31,64500
CUNDINAMARCA,SOACHA,163,0,25754,2020-12-31,8046,2957836.0,2020-12-31,64500
SANTANDER,BUCARAMANGA,2444,168001003591,68001,2017-12-31,4780,35586324.63,2017-12-31,160000
CAQUETA,SAN JOSE DEL FRAGUA,80,0,18610,2020-12-31,8046,1451698.0,2020-12-31,64500
NORTE DE SANTANDER,ARBOLEDAS,84,0,54051,2020-12-31,8046,1524283.0,2020-12-31,64500
CORDOBA,MONTERIA,353,123001003741,23001,2017-12-31,4780,5139923.32,2017-12-31,160000
BOLIVAR,CICUCO,3,0,13188,2020-12-31,8046,54438.69,2020-12-31,64500
ANTIOQUIA,BARBOSA,9,0,5079,2020-12-31,8046,163316.1,2020-12-31,64500
ATLANTICO,BARANOA,28,0,8078,2020-12-31,8046,508094.4,2020-12-31,64500
CAUCA,PIENDAMO,30,219548000191,19548,2018-12-31,5855,436820.67,2018-12-31,265000
NORTE DE SANTANDER,PAMPLONA,10,154518000338,54518,2016-12-31,3979,885423.65,2016-12-31,48000
MAGDALENA,PUEBLOVIEJO,17,247570000051,47570,2015-12-31,3101,1262032.61,2015-12-31,34000
BOGOTA,"BOGOTA, D.C.",19,311001035857,11001,2016-12-31,3979,1682304.93,2016-12-31,48000
ATLANTICO,SOLEDAD,21,108758000988,8758,2016-12-31,3979,1859389.66,2016-12-31,48000
TOLIMA,RIOBLANCO,86,173616000278,73616,2016-12-31,3979,7614643.39,2016-12-31,48000
SANTANDER,BUCARAMANGA,24,168001001408,68001,2014-12-31,2344,2840715.15,2014-12-31,18300
ATLANTICO,BARRANQUILLA,24,408001075992,8001,2015-12-31,3101,1781693.1,2015-12-31,34000
TOLIMA,IBAGUE,36,173001005814,73001,2015-12-31,3101,2672539.65,2015-12-31,34000
META,LA MACARENA,5,250350000069,50350,2016-12-31,3979,442711.82,2016-12-31,48000
CORDOBA,MONTERIA,23,123001002478,23001,2015-12-31,3101,1707455.89,2015-12-31,34000
ATLANTICO,SOLEDAD,28,308758001665,8758,2015-12-31,3101,2078641.95,2015-12-31,34000
SUCRE,SINCELEJO,25,170001000201,70001,2016-12-31,3979,2213559.12,2016-12-31,48000
ANTIOQUIA,MEDELLIN,23,305001026220,5001,2014-12-31,2344,2722352.02,2014-12-31,18300
CORDOBA,MOMIL,1,223464000339,23464,2016-12-31,3979,88542.36,2016-12-31,48000
CORDOBA,MONTERIA,9,123001001838,23001,2016-12-31,3979,796881.28,2016-12-31,48000
CORDOBA,CERETE,30,223162001042,23162,2015-12-31,3101,2227116.37,2015-12-31,34000
BOYACA,NOBSA,24,115491000017,15491,2014-12-31,2344,2840715.15,2014-12-31,18300
AMAZONAS,LETICIA,1,291001000581,91001,2015-12-31,3101,74237.21,2015-12-31,34000
RISARALDA,PEREIRA,21,166001004617,66001,2014-12-31,2344,2485625.76,2014-12-31,18300
CALDAS,VILLAMARIA,12,117873000168,17873,2016-12-31,3979,1062508.38,2016-12-31,48000
CAUCA,POPAYAN,24,119001000061,19001,2014-12-31,2344,2840715.15,2014-12-31,18300
META,VILLAVICENCIO,13,150001004435,50001,2018-12-31,5855,189288.96,2018-12-31,265000
ATLANTICO,BARRANQUILLA,103,108001074674,8001,2018-12-31,5855,1499750.99,2018-12-31,265000
SANTANDER,EL GUACAMAYO,4,0,68245,2020-12-31,8046,72584.92,2020-12-31,64500
META,SAN JUAN DE ARAMA,41,0,50683,2020-12-31,8046,743995.4,2020-12-31,64500
BOGOTA,"BOGOTA, D.C.",669,111850001428,11001,2018-12-31,5855,9741101.13,2018-12-31,265000
NORTE DE SANTANDER,CUCUTA,71,354001009504,54001,2018-12-31,5855,1033808.94,2018-12-31,265000
SANTANDER,SAN GIL,127,0,68679,2020-12-31,8046,2304571.0,2020-12-31,64500
CHOCO,QUIBDO,209,127001000233,27001,2018-12-31,5855,3043184.06,2018-12-31,265000
VAUPES,MITU,82,197001001670,97001,2018-12-31,5855,1193976.52,2018-12-31,265000
TOLIMA,ESPINAL,60,173268001010,73268,2018-12-31,5855,873641.35,2018-12-31,265000
ANTIOQUIA,SABANALARGA,10,0,5628,2020-12-31,8046,181462.3,2020-12-31,64500
META,VILLAVICENCIO,6,150001000227,50001,2018-12-31,5855,87364.13,2018-12-31,265000
LA GUAJIRA,RIOHACHA,3,144001001053,44001,2016-12-31,3979,265627.09,2016-12-31,48000
ATLANTICO,SOLEDAD,37,308758076903,8758,2014-12-31,2344,4379435.86,2014-12-31,18300
BOYACA,TUNJA,111,315001002768,15001,2014-12-31,2344,13138307.6,2014-12-31,18300
CESAR,PAILITAS,54,0,20517,2020-12-31,8046,979896.4,2020-12-31,64500
VALLE DEL CAUCA,BUENAVENTURA,14,376109013455,76109,2015-12-31,3101,1039320.97,2015-12-31,34000
VALLE DEL CAUCA,CALI,365,176001005091,76001,2017-12-31,4780,5314651.59,2017-12-31,160000
NARI�O,PASTO,17,152001003750,52001,2014-12-31,2344,2012173.23,2014-12-31,18300
BOLIVAR,CARTAGENA,400,113001001581,13001,2018-12-31,5855,5824275.71,2018-12-31,265000
BOYACA,SABOYA,13,215632000673,15632,2015-12-31,3101,965083.76,2015-12-31,34000
META,VILLAVICENCIO,10,150001004656,50001,2016-12-31,3979,885423.65,2016-12-31,48000
ARAUCA,ARAUCA,31,381001002035,81001,2015-12-31,3101,2301353.59,2015-12-31,34000
META,GRANADA,5,150313000984,50313,2015-12-31,3101,371186.06,2015-12-31,34000
TOLIMA,IBAGUE,47,173001002181,73001,2014-12-31,2344,5563067.18,2014-12-31,18300
ATLANTICO,BARRANQUILLA,21,108001005516,8001,2014-12-31,2344,2485625.76,2014-12-31,18300
TOLIMA,IBAGUE,13,173001002173,73001,2015-12-31,3101,965083.76,2015-12-31,34000
BOGOTA,"BOGOTA, D.C.",56,311001019053,11001,2018-12-31,5855,815398.6,2018-12-31,265000
MAGDALENA,PIJI�O DEL CARMEN,13,0,47545,2020-12-31,8046,235901.0,2020-12-31,64500
META,VILLAVICENCIO,143,350001007093,50001,2018-12-31,5855,2082178.56,2018-12-31,265000
GUAVIARE,EL RETORNO,1,295105000987,95025,2018-12-31,5855,14560.68,2018-12-31,265000
SANTANDER,GIRON,309,168307000260,68307,2017-12-31,4780,4499252.99,2017-12-31,160000
ANTIOQUIA,AMAGA,157,205030000243,5030,2018-12-31,5855,2286028.21,2018-12-31,265000
CUNDINAMARCA,MADRID,8,0,25430,2020-12-31,8046,145169.8,2020-12-31,64500
META,MESETAS,32,250330000780,50330,2018-12-31,5855,465942.05,2018-12-31,265000
CORDOBA,MONTERIA,80,223001008675,23001,2017-12-31,4780,1164855.14,2017-12-31,160000
BOGOTA,"BOGOTA, D.C.",105,311001065357,11001,2018-12-31,5855,1528872.37,2018-12-31,265000
CALDAS,MANIZALES,23,117001000611,17001,2018-12-31,5855,334895.85,2018-12-31,265000
RISARALDA,PEREIRA,272,266001002481,66001,2018-12-31,5855,3960507.48,2018-12-31,265000
CAQUETA,CARTAGENA DEL CHAIRA,5,0,18150,2020-12-31,8046,90731.15,2020-12-31,64500
MAGDALENA,CIENAGA,23,0,47189,2020-12-31,8046,417363.3,2020-12-31,64500
CESAR,AGUACHICA,147,120011001012,20011,2017-12-31,4780,2140421.32,2017-12-31,160000
CUNDINAMARCA,TENA,1,0,25797,2020-12-31,8046,18146.23,2020-12-31,64500
CORDOBA,MONTERIA,384,123001001790,23001,2017-12-31,4780,5591304.68,2017-12-31,160000
SUCRE,COROZAL,20,170215000918,70215,2018-12-31,5855,291213.78,2018-12-31,265000
BOLIVAR,CARTAGENA,32,213001007797,13001,2018-12-31,5855,465942.05,2018-12-31,265000
BOGOTA,"BOGOTA, D.C.",79,311001011460,11001,2017-12-31,4780,1150294.45,2017-12-31,160000
BOLIVAR,CARTAGENA,166,113001800328,13001,2018-12-31,5855,2417074.42,2018-12-31,265000
CESAR,AGUACHICA,872,120011000016,20011,2017-12-31,4780,12696921.06,2017-12-31,160000
CALDAS,MANIZALES,119,117001001790,17001,2018-12-31,5855,1732722.02,2018-12-31,265000
GUAVIARE,EL RETORNO,1,295105001355,95025,2018-12-31,5855,14560.68,2018-12-31,265000
ATLANTICO,SOLEDAD,834,0,8758,2020-12-31,8046,15133960.0,2020-12-31,64500
SANTANDER,GALAN,1,0,68296,2020-12-31,8046,18146.23,2020-12-31,64500
QUINDIO,ARMENIA,185,163001001449,63001,2018-12-31,5855,2693727.51,2018-12-31,265000
ATLANTICO,BARRANQUILLA,60,308001001251,8001,2018-12-31,5855,873641.35,2018-12-31,265000
SANTANDER,COROMORO,5,0,68217,2020-12-31,8046,90731.15,2020-12-31,64500
TOLIMA,ESPINAL,118,373268000675,73268,2017-12-31,4780,1718161.33,2017-12-31,160000
CASANARE,YOPAL,179,185001004492,85001,2017-12-31,4780,2606363.38,2017-12-31,160000
VALLE DEL CAUCA,EL CERRITO,41,176248000431,76248,2018-12-31,5855,596988.26,2018-12-31,265000
QUINDIO,ARMENIA,721,163001000671,63001,2018-12-31,5855,10498256.98,2018-12-31,265000
CALDAS,MANIZALES,252,0,17001,2020-12-31,8046,4572850.0,2020-12-31,64500
GUAVIARE,EL RETORNO,1,295025000048,95025,2018-12-31,5855,14560.68,2018-12-31,265000
CAQUETA,SOLITA,70,0,18785,2020-12-31,8046,1270236.0,2020-12-31,64500
HUILA,NEIVA,331,0,41001,2020-12-31,8046,6006402.0,2020-12-31,64500
TOLIMA,IBAGUE,97,173001008821,73001,2017-12-31,4780,1412386.86,2017-12-31,160000
MAGDALENA,CIENAGA,323,147189003146,47189,2017-12-31,4780,4703102.64,2017-12-31,160000
NORTE DE SANTANDER,BUCARASICA,23,154109000431,54109,2018-12-31,5855,334895.85,2018-12-31,265000
ANTIOQUIA,MEDELLIN,123,105001007111,5001,2018-12-31,5855,1790964.78,2018-12-31,265000
NORTE DE SANTANDER,CUCUTA,977,154001003779,54001,2017-12-31,4780,14225793.44,2017-12-31,160000
CESAR,EL PASO,31,0,20250,2020-12-31,8046,562533.1,2020-12-31,64500
HUILA,GARZON,168,241298000901,41298,2018-12-31,5855,2446195.8,2018-12-31,265000
ATLANTICO,BARRANQUILLA,350,308001001871,8001,2018-12-31,5855,5096241.25,2018-12-31,265000
NARI�O,PASTO,44,152001000777,52001,2018-12-31,5855,640670.32,2018-12-31,265000
ATLANTICO,SOLEDAD,321,308758003471,8758,2018-12-31,5855,4673981.26,2018-12-31,265000
META,URIBE,24,250330000704,50370,2018-12-31,5855,349456.54,2018-12-31,265000
SUCRE,SAN LUIS DE SINCE,95,270742000068,70742,2017-12-31,4780,1383265.48,2017-12-31,160000
GUAVIARE,SAN JOSE DEL GUAVIARE,42,295105001525,95001,2018-12-31,5855,611548.95,2018-12-31,265000
CORDOBA,CIENAGA DE ORO,264,223189001117,23189,2018-12-31,5855,3844021.97,2018-12-31,265000
NORTE DE SANTANDER,CUCUTA,732,154001008606,54001,2018-12-31,5855,10658424.56,2018-12-31,265000
ARAUCA,ARAUCA,15,381001003465,81001,2018-12-31,5855,218410.33,2018-12-31,265000
CALDAS,NEIRA,41,217486000791,17486,2018-12-31,5855,596988.26,2018-12-31,265000
BOYACA,EL COCUY,12,0,15244,2020-12-31,8046,217754.8,2020-12-31,64500
